Ticker,Benefit Category,Benefit Description,desc_lower,cat_lower,Screen,IconName
TSLA,"Insurance, Health, & Wellness",On-Site Fitness Classes,on-site fitness classes,"insurance, health, & wellness",office,gym3
TSLA,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
TSLA,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
TSLA,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
TSLA,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
TSLA,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
TSLA,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
TSLA,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
TSLA,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
TSLA,"Insurance, Health, & Wellness",Pet Insurance,pet insurance,"insurance, health, & wellness",insurance,PET INSURANCE
TSLA,Home,Phone Bill Reimbursement $600,phone bill reimbursement $600,home,office,phone1
TSLA,Home,Fertility Assistance,fertility assistance,home,office,child3
TSLA,Home,Adoption Assistance,adoption assistance,home,office,child3
TSLA,Home,Business Travel Insurance,business travel insurance,home,insurance,business travel
TSLA,Home,Remote Work,remote work,home,other,
TSLA,Financial & Retirement,Roth 401k,roth 401k,financial & retirement,office,roth3
TSLA,Financial & Retirement,Employee Stock Purchase Program (ESPP),employee stock purchase program (espp),financial & retirement,office,roth3
TSLA,Financial & Retirement,Student Loan Repayment Plan,student loan repayment plan,financial & retirement,other,
TSLA,Financial & Retirement,"401k $5,100","401k $5,100",financial & retirement,office,roth3
TSLA,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth3
TSLA,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
TSLA,Transportation,Company Shuttle,company shuttle,transportation,transportation,shuttle
TSLA,Transportation,Transport allowance,transport allowance,transportation,transportation,transport
PANW,Unique To Palo Alto Networks,Student Loan Resources,student loan resources,unique to palo alto networks,unique,
PANW,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
PANW,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
PANW,"Insurance, Health, & Wellness",On-Site Mother's Room,on-site mother's room,"insurance, health, & wellness",office,child3
PANW,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
PANW,"Insurance, Health, & Wellness",Free Drinks $365,free drinks $365,"insurance, health, & wellness",food,drink
PANW,"Insurance, Health, & Wellness",Free Snacks $730,free snacks $730,"insurance, health, & wellness",food,snack
PANW,"Insurance, Health, & Wellness",Gym On-Site $300,gym on-site $300,"insurance, health, & wellness",office,gym3
PANW,"Insurance, Health, & Wellness",Health Savings Account (HSA) $750,health savings account (hsa) $750,"insurance, health, & wellness",other,
PANW,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
PANW,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
PANW,"Insurance, Health, & Wellness","Gym / Wellness Reimbursement $1,000","gym / wellness reimbursement $1,000","insurance, health, & wellness",office,gym3
PANW,"Insurance, Health, & Wellness",On-Site Fitness Classes,on-site fitness classes,"insurance, health, & wellness",office,gym3
PANW,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
PANW,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
PANW,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
PANW,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
PANW,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
PANW,"Insurance, Health, & Wellness",Pet Insurance,pet insurance,"insurance, health, & wellness",insurance,PET INSURANCE
PANW,Home,Business Travel Insurance,business travel insurance,home,insurance,business travel
PANW,Home,On-Site Tire Replacement,on-site tire replacement,home,other,
PANW,Home,Immigration Assistance,immigration assistance,home,other,
PANW,Home,"Phone Bill Reimbursement $1,440","phone bill reimbursement $1,440",home,office,phone1
PANW,Home,Adoption Assistance,adoption assistance,home,office,child3
PANW,Home,Military Leave,military leave,home,other,
PANW,Home,Fertility Assistance,fertility assistance,home,office,child3
PANW,Home,Remote Work,remote work,home,other,
PANW,Financial & Retirement,401k $500,401k $500,financial & retirement,office,roth3
PANW,Financial & Retirement,Mega Backdoor Roth,mega backdoor roth,financial & retirement,office,roth3
PANW,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth3
PANW,Financial & Retirement,Roth 401k,roth 401k,financial & retirement,office,roth3
PANW,Financial & Retirement,Employee Stock Purchase Program (ESPP),employee stock purchase program (espp),financial & retirement,office,roth3
PANW,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
PANW,Other,Donation Match,donation match,other,other,
PANW,Other,Pet Friendly Workplace,pet friendly workplace,other,office,pet friendly WORKPLACE
PANW,Other,Child Care and Elder Care,child care and elder care,other,other,
PANW,Other,Legal Protection,legal protection,other,other,
PANW,Other,Auto and Home Insurance,auto and home insurance,other,insurance,insurance
VRSK,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
VRSK,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
VRSK,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
VRSK,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
VRSK,"Insurance, Health, & Wellness",Health Savings Account (HSA),health savings account (hsa),"insurance, health, & wellness",other,
VRSK,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
VRSK,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
VRSK,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
VRSK,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child2
VRSK,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child2
VRSK,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
VRSK,"Insurance, Health, & Wellness",Free Snacks $730,free snacks $730,"insurance, health, & wellness",food,snack
VRSK,"Insurance, Health, & Wellness",Free Lunch,free lunch,"insurance, health, & wellness",food,lunch
VRSK,Home,Military Leave,military leave,home,other,
VRSK,Home,Remote Work,remote work,home,other,
VRSK,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth3
VRSK,Financial & Retirement,401k,401k,financial & retirement,office,roth3
VRSK,Financial & Retirement,Employee Stock Purchase Program (ESPP),employee stock purchase program (espp),financial & retirement,office,roth3
VRSK,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
VRSK,Perks & Discounts,Learning and Development,learning and development,perks & discounts,office,tuition
VRSK,Perks & Discounts,Tuition Reimbursement,tuition reimbursement,perks & discounts,office,tuition
VRSK,Other,Donation Match,donation match,other,other,
CSCO,"Insurance, Health, & Wellness",Health Savings Account (HSA) $800,health savings account (hsa) $800,"insurance, health, & wellness",other,
CSCO,"Insurance, Health, & Wellness",On-Site Fitness Classes,on-site fitness classes,"insurance, health, & wellness",office,gym3
CSCO,"Insurance, Health, & Wellness",On-Site Mother's Room,on-site mother's room,"insurance, health, & wellness",office,child3
CSCO,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
CSCO,"Insurance, Health, & Wellness",Free Breakfast $520,free breakfast $520,"insurance, health, & wellness",food,breakfast
CSCO,"Insurance, Health, & Wellness",Free Snacks $730,free snacks $730,"insurance, health, & wellness",food,snack
CSCO,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
CSCO,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
CSCO,"Insurance, Health, & Wellness",On-Site Clinic,on-site clinic,"insurance, health, & wellness",other,
CSCO,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
CSCO,"Insurance, Health, & Wellness",Gym Discount,gym discount,"insurance, health, & wellness",office,gym3
CSCO,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
CSCO,"Insurance, Health, & Wellness",Free Drinks $365,free drinks $365,"insurance, health, & wellness",food,drink
CSCO,"Insurance, Health, & Wellness",Gym / Wellness Reimbursement,gym / wellness reimbursement,"insurance, health, & wellness",office,gym3
CSCO,"Insurance, Health, & Wellness",Gym On-Site $300,gym on-site $300,"insurance, health, & wellness",office,gym3
CSCO,"Insurance, Health, & Wellness",Sabbatical,sabbatical,"insurance, health, & wellness",other,
CSCO,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
CSCO,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
CSCO,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
CSCO,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
CSCO,"Insurance, Health, & Wellness","Free Lunch $2,600","free lunch $2,600","insurance, health, & wellness",food,lunch
CSCO,"Insurance, Health, & Wellness",Sick Time,sick time,"insurance, health, & wellness",other,
CSCO,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
CSCO,Home,Relocation Bonus,relocation bonus,home,other,
CSCO,Home,Business Travel Insurance,business travel insurance,home,insurance,business travel
CSCO,Home,Immigration Assistance,immigration assistance,home,other,
CSCO,Home,Adoption Assistance,adoption assistance,home,office,child3
CSCO,Home,Surrogacy Assistance,surrogacy assistance,home,other,
CSCO,Home,Fertility Assistance,fertility assistance,home,office,child3
CSCO,Home,Company Phones,company phones,home,office,phone1
CSCO,Home,Remote Work,remote work,home,other,
CSCO,Home,Military Leave,military leave,home,other,
CSCO,Financial & Retirement,Employee Stock Purchase Program (ESPP),employee stock purchase program (espp),financial & retirement,office,roth3
CSCO,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth3
CSCO,Financial & Retirement,Roth 401k,roth 401k,financial & retirement,office,roth3
CSCO,Financial & Retirement,Mega Backdoor Roth,mega backdoor roth,financial & retirement,office,roth3
CSCO,Financial & Retirement,"401k $5,400","401k $5,400",financial & retirement,office,roth3
CSCO,Perks & Discounts,Tuition Reimbursement,tuition reimbursement,perks & discounts,office,tuition
CSCO,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
CSCO,Perks & Discounts,Learning and Development,learning and development,perks & discounts,office,tuition
CSCO,Transportation,Transport allowance,transport allowance,transportation,transportation,transport
CSCO,Transportation,Company Shuttle,company shuttle,transportation,transportation,shuttle
CSCO,Transportation,Regional transit system,regional transit system,transportation,transportation,transit
CSCO,Other,Pet Friendly Workplace,pet friendly workplace,other,office,pet friendly WORKPLACE
CSCO,Other,Volunteer Time Off,volunteer time off,other,other,
CSCO,Other,Donation Match,donation match,other,other,
MU,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
MU,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
MU,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
MU,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
MU,"Insurance, Health, & Wellness",On-Site Clinic,on-site clinic,"insurance, health, & wellness",other,
MU,"Insurance, Health, & Wellness",On-Site Mother's Room,on-site mother's room,"insurance, health, & wellness",office,child3
MU,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
MU,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
MU,"Insurance, Health, & Wellness",Gym On-Site $300,gym on-site $300,"insurance, health, & wellness",office,gym2
MU,"Insurance, Health, & Wellness",Health Savings Account (HSA),health savings account (hsa),"insurance, health, & wellness",other,
MU,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
MU,"Insurance, Health, & Wellness",On-Site Fitness Classes,on-site fitness classes,"insurance, health, & wellness",office,gym2
MU,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
MU,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
MU,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
MU,"Insurance, Health, & Wellness",Free Breakfast,free breakfast,"insurance, health, & wellness",food,breakfast
MU,"Insurance, Health, & Wellness",Free Drinks $365,free drinks $365,"insurance, health, & wellness",food,drink
MU,"Insurance, Health, & Wellness",Free Snacks $730,free snacks $730,"insurance, health, & wellness",food,snack
MU,"Insurance, Health, & Wellness",Sabbatical,sabbatical,"insurance, health, & wellness",other,
MU,"Insurance, Health, & Wellness",Sick Time,sick time,"insurance, health, & wellness",other,
MU,Home,Relocation Bonus,relocation bonus,home,other,
MU,Home,Immigration Assistance,immigration assistance,home,other,
MU,Home,Fertility Assistance,fertility assistance,home,office,child3
MU,Home,Military Leave,military leave,home,other,
MU,Home,Remote Work,remote work,home,other,
MU,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth3
MU,Financial & Retirement,Roth 401k,roth 401k,financial & retirement,office,roth3
MU,Financial & Retirement,Employee Stock Purchase Program (ESPP),employee stock purchase program (espp),financial & retirement,office,roth3
MU,Financial & Retirement,"401k $6,000","401k $6,000",financial & retirement,office,roth3
MU,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
MU,Perks & Discounts,Tuition Reimbursement,tuition reimbursement,perks & discounts,office,tuition
MU,Transportation,Company Shuttle,company shuttle,transportation,transportation,shuttle
MU,Other,Donation Match,donation match,other,other,
MU,Other,Training and Education Programs,training and education programs,other,other,
CTSH,"Insurance, Health, & Wellness",Sick Time,sick time,"insurance, health, & wellness",other,
CTSH,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
CTSH,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
CTSH,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
CTSH,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
CTSH,"Insurance, Health, & Wellness",Health Savings Account (HSA),health savings account (hsa),"insurance, health, & wellness",other,
CTSH,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
CTSH,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
CTSH,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
CTSH,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
CTSH,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
CTSH,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
CTSH,Home,Fertility Assistance,fertility assistance,home,office,child3
CTSH,Home,Immigration Assistance,immigration assistance,home,other,
CTSH,Financial & Retirement,Employee Stock Purchase Program (ESPP),employee stock purchase program (espp),financial & retirement,office,roth3
CTSH,Financial & Retirement,"401k $3,600","401k $3,600",financial & retirement,office,roth3
CTSH,Financial & Retirement,Roth 401k,roth 401k,financial & retirement,office,roth3
CTSH,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
CTSH,Perks & Discounts,Learning and Development,learning and development,perks & discounts,office,tuition
CTSH,Other,Volunteer Time Off,volunteer time off,other,other,
ADSK,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
ADSK,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
ADSK,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
ADSK,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
ADSK,"Insurance, Health, & Wellness",On-Site Mother's Room,on-site mother's room,"insurance, health, & wellness",office,child3
ADSK,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
ADSK,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
ADSK,"Insurance, Health, & Wellness","Gym / Wellness Reimbursement $1,000","gym / wellness reimbursement $1,000","insurance, health, & wellness",office,gym3
ADSK,"Insurance, Health, & Wellness",Gym On-Site $300,gym on-site $300,"insurance, health, & wellness",office,gym3
ADSK,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
ADSK,"Insurance, Health, & Wellness",On-Site Fitness Classes,on-site fitness classes,"insurance, health, & wellness",office,gym3
ADSK,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
ADSK,"Insurance, Health, & Wellness",Sick Time,sick time,"insurance, health, & wellness",other,
ADSK,"Insurance, Health, & Wellness",Custom Work Station,custom work station,"insurance, health, & wellness",other,
ADSK,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
ADSK,"Insurance, Health, & Wellness",Health Savings Account (HSA) $750,health savings account (hsa) $750,"insurance, health, & wellness",other,
ADSK,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
ADSK,"Insurance, Health, & Wellness",Sabbatical,sabbatical,"insurance, health, & wellness",other,
ADSK,"Insurance, Health, & Wellness",Pet Insurance,pet insurance,"insurance, health, & wellness",insurance,PET INSURANCE
ADSK,Home,Bereavement Leave,bereavement leave,home,other,
ADSK,Home,Company Phones,company phones,home,office,phone1
ADSK,Home,Business Travel Insurance,business travel insurance,home,insurance,business travel
ADSK,Home,Fertility Assistance,fertility assistance,home,office,child3
ADSK,Home,Adoption Assistance,adoption assistance,home,office,child3
ADSK,Home,Remote Work,remote work,home,other,
ADSK,Home,Military Leave,military leave,home,other,
ADSK,Financial & Retirement,Roth 401k,roth 401k,financial & retirement,office,roth3
ADSK,Financial & Retirement,Employee Stock Purchase Program (ESPP),employee stock purchase program (espp),financial & retirement,office,roth3
ADSK,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth3
ADSK,Financial & Retirement,Mega Backdoor Roth,mega backdoor roth,financial & retirement,office,roth3
ADSK,Financial & Retirement,"401k $4,500","401k $4,500",financial & retirement,office,roth3
ADSK,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
ADSK,Perks & Discounts,Tuition Reimbursement,tuition reimbursement,perks & discounts,office,tuition
ADSK,Perks & Discounts,Learning and Development,learning and development,perks & discounts,office,tuition
ADSK,Transportation,Regional transit system,regional transit system,transportation,transportation,transit
ADSK,Other,Volunteer Time Off,volunteer time off,other,other,
ADSK,Other,Auto & Home Insurance,auto & home insurance,other,insurance,insurance
ADSK,Other,Donation Match,donation match,other,other,
TMUS,"Insurance, Health, & Wellness",Gender Neutral Bathrooms,gender neutral bathrooms,"insurance, health, & wellness",other,
TMUS,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
TMUS,"Insurance, Health, & Wellness",Health Savings Account (HSA) $500,health savings account (hsa) $500,"insurance, health, & wellness",other,
TMUS,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
TMUS,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
TMUS,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
TMUS,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
TMUS,"Insurance, Health, & Wellness",Gym Discount,gym discount,"insurance, health, & wellness",office,gym3
TMUS,"Insurance, Health, & Wellness",On-Site Mother's Room,on-site mother's room,"insurance, health, & wellness",office,child3
TMUS,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
TMUS,"Insurance, Health, & Wellness",Gym On-Site $300,gym on-site $300,"insurance, health, & wellness",office,gym3
TMUS,"Insurance, Health, & Wellness",Gym / Wellness Reimbursement,gym / wellness reimbursement,"insurance, health, & wellness",office,gym3
TMUS,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
TMUS,"Insurance, Health, & Wellness",Free Snacks $730,free snacks $730,"insurance, health, & wellness",food,snack
TMUS,"Insurance, Health, & Wellness",Pet Insurance,pet insurance,"insurance, health, & wellness",insurance,PET INSURANCE
TMUS,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
TMUS,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
TMUS,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
TMUS,Home,Immigration Assistance,immigration assistance,home,other,
TMUS,Home,Remote Work,remote work,home,other,
TMUS,Home,Fertility Assistance,fertility assistance,home,office,child3
TMUS,Home,Adoption Assistance,adoption assistance,home,office,child3
TMUS,Home,Business Travel Insurance,business travel insurance,home,insurance,business travel
TMUS,Home,Military Leave,military leave,home,other,
TMUS,Financial & Retirement,Roth 401k,roth 401k,financial & retirement,office,roth3
TMUS,Financial & Retirement,Employee Stock Purchase Program (ESPP),employee stock purchase program (espp),financial & retirement,office,roth3
TMUS,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth3
TMUS,Financial & Retirement,"401k $4,800","401k $4,800",financial & retirement,office,roth3
TMUS,Perks & Discounts,Tuition Reimbursement,tuition reimbursement,perks & discounts,office,tuition
TMUS,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
TMUS,Transportation,Company Shuttle,company shuttle,transportation,transportation,shuttle
TMUS,Other,Donation Match,donation match,other,other,
TMUS,Other,Volunteer Time Off,volunteer time off,other,other,
TMUS,Other,Employee Referral Program,employee referral program,other,other,
TMUS,Other,Autism coverage,autism coverage,other,other,
TMUS,Other,Gender-affirming services,gender-affirming services,other,other,
TMUS,Other,LiveMagenta life coach,livemagenta life coach,other,other,
ADP,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
ADP,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
ADP,"Insurance, Health, & Wellness",On-Site Clinic,on-site clinic,"insurance, health, & wellness",other,
ADP,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
ADP,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
ADP,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
ADP,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
ADP,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
ADP,"Insurance, Health, & Wellness",Pet Insurance,pet insurance,"insurance, health, & wellness",insurance,PET INSURANCE
ADP,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
ADP,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
ADP,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
ADP,Home,Adoption Assistance,adoption assistance,home,office,child3
ADP,Home,Fertility Assistance,fertility assistance,home,office,child3
ADP,Home,Surrogacy Assistance,surrogacy assistance,home,other,
ADP,Home,Military Leave,military leave,home,other,
ADP,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth2
ADP,Financial & Retirement,Student Loan Repayment Plan,student loan repayment plan,financial & retirement,other,
ADP,Financial & Retirement,"401k $7,200","401k $7,200",financial & retirement,office,roth2
ADP,Other,Tobacco Surcharge,tobacco surcharge,other,other,
ADP,Other,Personal Accident Insurance,personal accident insurance,other,insurance,insurance
AMD,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
AMD,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
AMD,"Insurance, Health, & Wellness",Custom Work Station,custom work station,"insurance, health, & wellness",other,
AMD,"Insurance, Health, & Wellness",Gym / Wellness Reimbursement $600,gym / wellness reimbursement $600,"insurance, health, & wellness",office,gym3
AMD,"Insurance, Health, & Wellness",Gym On-Site $300,gym on-site $300,"insurance, health, & wellness",office,gym3
AMD,"Insurance, Health, & Wellness",Health Savings Account (HSA),health savings account (hsa),"insurance, health, & wellness",other,
AMD,"Insurance, Health, & Wellness",On-Site Fitness Classes,on-site fitness classes,"insurance, health, & wellness",office,gym3
AMD,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
AMD,"Insurance, Health, & Wellness",Gym Discount,gym discount,"insurance, health, & wellness",office,gym3
AMD,"Insurance, Health, & Wellness",Free Drinks $365,free drinks $365,"insurance, health, & wellness",food,drink
AMD,"Insurance, Health, & Wellness",On-Site Mother's Room,on-site mother's room,"insurance, health, & wellness",office,child3
AMD,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
AMD,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
AMD,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
AMD,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
AMD,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
AMD,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
AMD,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
AMD,"Insurance, Health, & Wellness",Sick Time,sick time,"insurance, health, & wellness",other,
AMD,Home,Company Phones,company phones,home,office,phone1
AMD,Home,Relocation Bonus,relocation bonus,home,other,
AMD,Home,Business Travel Insurance,business travel insurance,home,insurance,business travel
AMD,Home,Immigration Assistance,immigration assistance,home,other,
